account,human_gt_burst,ai_max_attn_idx,hit_at_1,hit_at_3,hit_at_5,iou
0x4496370b4f0993152f761bd3b3d1dd4e7b1b3139,0-12,6,1,1,1,0.231
0xa8a6497978c264d7ce268d826a834c1d7134d914,0-10,4,1,1,1,0.273
0x25f754ade28ec1ed771ee22efeaed764847181e3,0-5,5,1,1,1,0.5
0x585a5b8f790555c2d084071939253d1877d29339,0-7,7,1,1,1,0.222
0x48a421a2905fd4c021d075ec049d1db2433242e4,2-3,2,1,1,1,0.667
0x8374aa52bf36eabca06e33c4163a081f53e39aa3,11-13,13,1,1,1,0.2
0x0c175e0750075c88da218a9ab969fa65f4dc4eb5,18-139,70,1,1,1,0.025
0xe61fb5c8af81932f9a1b9878acdf8c8bd1c3753b,0-1,1,1,1,1,0.25
0xeca2592e788c76f2e3cd4eb6ffcdbe5cf8141c72,1-63,93,0,0,0,0.0
0x28906b932cf61c99efc12615f4852bd2d512d8a2,4-6,6,1,1,1,0.5
0x8e073326377b34d039f7b2cbb28cfccedd0b91f2,0-29,21,1,1,1,0.1
0x57a3d07e27475aa8f5d306b7bb25aebfd27c4512,0-11,11,1,1,1,0.25
0xa8afa9a714e06b9eb1b500617494ac213f2d428a,1-9,6,1,1,1,0.333
0x42b32269537820f232eeb2e5c97e29416dde25b0,4-10,7,1,1,1,0.429
0x72a66bba491f0c696c4c4e3154d07b241d371944,0-42,35,1,1,1,0.022
0xedc0c49946b93aa296a11298480ae7913bb65222,7-22,9,1,1,1,0.188
0x227ba10622303ec48d0f12c9ed96a59553b599bd,4-11,10,1,1,1,0.375
0xdc261f7a835c3692e22485ab2d78cbadf3842490,0-12,12,1,1,1,0.231
0xb657363ff37003b9681f26977e01651c2ea6acdd,1-3,3,1,1,1,0.5
0xfc16ad3918e61ebbde73dbefeb356904e524f83c,2-7,7,1,1,1,0.5
0x9a88031270e35db9d3254bf66b92f64969d90440,0-1,1,1,1,1,0.667
0xc6e23e534c893f98490e5e64c2065ce2643c2bbd,3-22,22,1,1,1,0.15
0xdccea2e783d873acb4ccfb7dead1004d90ad481d,0-33,37,0,0,1,0.0
0xf605c1c8c1cd6bc3aa6f7383b86226c583ab2775,4-37,37,1,1,1,0.088
0x26bb612e398a41db0f749fce24634064ab68c72a,6-8,8,1,1,1,0.2
0x6353940eabe11c7cd78ecc2085ae65cdacc5a92b,1-24,24,1,1,1,0.125
0x429d386adc915ade21593609b1b89b976b2f2af4,0-4,4,1,1,1,0.6
0xde0f9880faf963c57aabcf92128eb1640dbaae18,0-3,3,1,1,1,0.75
0xa5712afa19d70bb5dd57b91c43fffcaaf077dc3d,0-29,32,0,1,1,0.031
0x4caf91195b40c8175ed7ea9a92096a08114364ff,12-33,56,0,1,1,0.042
0xaf09d613d518a5760e4c7cbb876b12a1ddabc0e0,0-41,41,1,1,1,0.071
0xd31b1bee0c9f42cb47406d52a796d8a26c5cf802,24-27,109,0,0,0,0.0
0x224b9f4666472682f3e805f4dc1e0fc39b7b96fb,0-14,1,1,1,1,0.2
0x7f0dd36f14f21a10f560caa3d7567f483613baaf,0-2,2,1,1,1,1.0
0x1c16b965c7960fea0bd7e8629885cbe162223f2e,0-9,10,0,1,1,0.182
0xa3d120c2a03a58489f65d24880ff6b43d7a63235,0-1,2,0,1,1,0.667
0x8781ebb17371d0c530285433308c02b81b895dae,0-22,26,0,1,1,0.04
0x1edd4a59d12a3f82fe666b448000f2ac46344b2d,57-633,492,1,1,1,0.005
0xb639ff53f78f04d6f666a1bc4cef4348c0abc69f,3-5,5,1,1,1,0.5
0x35a0d3ab1bdaa5de4466dac63eace2b6b2147538,13-22,24,0,0,1,0.0
0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,0-23,6,1,1,1,0.125
0x049b01966f721db6ec76097043e9d6eccaf719b6,0-12,13,0,0,1,0.0
0x44525c8dd44b9d470937cc9e7a0275eb14c7b01d,0-80,54,1,1,1,0.037
0xb1507f936066831b3cac64c203df247ef2c80cdc,0-6,7,0,1,1,0.25
0xa4a41d77c8c0882b08c6751841a68570a71a1edb,67-73,165,0,0,0,0.0
0x20c6082fcdfc4304fd203d0bf240abc3e439f885,57-312,329,0,0,0,0.0
0x94d55b6f8b53903026399ab45294140eafbfbf44,14-16,16,1,1,1,0.2
0x6eef8361bf52d8814ed646a8ec28020539982ac6,1-28,14,1,1,1,0.107
0x71d663de2df38d61a1871bb8ef503d18d19964d6,6-9,9,1,1,1,0.167
0x9da5f88e2bd9c4da00fa30a2230117dc5ad2621e,2-4,3,1,1,1,0.5
0x6d08f8573e742db3eb88d8c545971e4dc9668528,6-13,3,0,1,1,0.1
0x429ce0f6927954fea3392eaa76dbffe2e3d428c2,5-8,8,1,1,1,0.4
0x1d1db7271513363097fdc84ed078356329c799e7,1-2,5,0,1,1,0.25
0x3e9163816b073c2ce425c99e68ba8ae7caaec067,1-24,24,1,1,1,0.125
0x5123bc9d86e99ea6b6c67c7ba66507f5b4356d7c,0-4,4,1,1,1,0.333
0x1722137749338af245e09b1f58973b4ce1deb331,1-3,3,1,1,1,1.0
0x7cacaea4a2126818a1f2a3ebbbfce3b0e5480318,1-34,34,1,1,1,0.088
0x2a1c52252043257eb84228a90457772d870c0994,7-7,6,0,1,1,0.333
0xde1dc040e4ed660935828350627c27c3dd1c585a,2-95,165,0,1,1,0.01
0x96c94575af5c6755123de2f2a9c4f7b62c43c511,0-2,3,0,1,1,0.5
0x8d630073940fde8112c6a5295ba3e490ca992ee8,0-1,1,1,1,1,0.667
0x4bf722014e54aeab05fcf1519e6e4c0c3f742e43,44-510,558,0,0,0,0.0
0x0c3125b6a0f973249918dc398379553bf4defc04,2-57,19,1,1,1,0.054
0x14d3cb89bfb1513cfae386d9d6ff447753fd04a5,2-6,6,1,1,1,0.333
0xea6e18fd3c301e4300bc99b6db792fcff376abb4,0-4,4,1,1,1,0.6
0xcc3a7e3c3cdcba86761de4fb3311b8add77761f2,2-19,19,1,1,1,0.05
0xe7f25cec2687b2d08969ef21d06b40aba248c177,32-69,13,0,1,1,0.025
0xcf45624eb75be6252402312d030a7d3e04c557ef,4-13,11,1,1,1,0.3
0xdf283ef5c8baaa03c70ce3e7a554ca06719b5f17,8-12,12,1,1,1,0.333
0x68c61530aa996cdb0c8c92821569ccf38c9ea6d2,0-5,4,1,1,1,0.5
0x219b9040eb7d8d8c2e8e84b87ce9ac1c83071980,873-890,524,0,0,0,0.0
0xce02a4050cfda04364f771a00f8ddbfc73207a09,1-2,2,1,1,1,0.667
0x297a88c749273f2de6a378a6015dd624d993c671,1-18,18,1,1,1,0.167
0xc5d65deff5d1373f8b19aa8be528e9c3599013ba,5-15,15,1,1,1,0.167
0xf61d36a410f347c9fd14c7f0f169d04223e187fb,3-7,7,1,1,1,0.333
0x0591a42188996397fc7cd6db729045146c37696c,9-113,160,0,0,0,0.0
0x2f141d0cd81011436df8fa04bdac01cb6cf51a65,6-12,6,1,1,1,0.111
0x3a85774c434a4cc51fda217cf0e5caefd6c0af2f,2-7,7,1,1,1,0.286
0x57dcf20135b0cb9d167e8ebfe13b84bfd67645ed,2-8,5,1,1,1,0.25
0x67c9c1c13033d381e9089365a0bb560421ec2773,4-5,13,0,0,0,0.0
0x81e7eae5baa0979398ba5c4b09cafcb8c690062b,0-10,10,1,1,1,0.273
0xa0c7d4f3fc7f8a46fb58990228d0b82a0354f371,5-11,12,0,1,1,0.111
0x91af8014a7f74ab1cf1eedb0aa96f58dced95f38,40-75,83,0,0,0,0.0
0x2da8703d18afed53b303119e4ff06cf035a9fadb,49-118,129,0,0,0,0.0
0xbe2c434c49959ec0b6bb4885e63ff9977c009298,0-3,3,1,1,1,0.75
0xd7d19e87685ef99ff05f30fb6eeddcd5850e9280,0-17,37,0,0,0,0.0
0xd6f1739af2e63575f2df02af59f23f643eae3403,2-9,9,1,1,1,0.375
0x7dc6037e4f84a44f67356eca1825fd5b97fae74e,6-10,11,0,1,1,0.143
0x2ed31556f20db283569ae040d6968f65efa240ca,9-20,20,1,1,1,0.25
0x34743ffa1f93e745668725e44efeb3c50a237796,1-16,16,1,1,1,0.188
0x9404c08c6ae0cd5f1fdbc558c7a61d3d7bff07e6,0-5,5,1,1,1,0.5
0x2271a88623266069352196363c1e54f61c5141e1,0-3,3,1,1,1,0.75
0xe24b37355ce7205792f7b1df7564874f59bbbfd3,2-45,23,1,1,1,0.068
0xe2eeb03a93343b21dd39f201bb2803d8ef779b19,3-18,18,1,1,1,0.188
0x484067d97e83ce140016e8ee9d644e1901b9a3b4,1-14,14,1,1,1,0.133
0x7a16a0fd441a7591f2456c3cda068e33c6bbaa96,0-20,20,1,1,1,0.143
0xb00548770ea87482f024cd4292a975fea72e8f01,180-589,105,0,1,1,0.005
0x2e462fdef8cde7db82aa3f7c627731be94f7c9c4,9-32,30,1,1,1,0.125
0x73c521e7bd009e1925cf0b4175da2f86cf805b3b,0-54,48,1,1,1,0.055
0xa6d1fcaba6a2cf4c38c6d9bd494d3c29da104158,5-15,15,1,1,1,0.077
0x6dd3262c18cd5a0f03dd8f2c0db5b19b8fb92c85,3-10,10,1,1,1,0.375
0x7b4952e2cc3bfcd67174e5543a4af80475249fcd,1-6,6,1,1,1,0.5
0x2a6c7867e605d0f0f940cec1669d98a33cf4c299,0-11,9,1,1,1,0.25
0xa2280ddc79183a0de9d3d90c63c0e7646874d9e0,6-9,9,1,1,1,0.167
0xfac712ac804355fe14a7e460fc3c704fdde69cdd,1-15,6,1,1,1,0.2
0x9e55507a10af47f0a60493e77af432d588b9907b,1-20,20,1,1,1,0.15
0x55f0fbaa71f047ba271d9380f1e9e49d8a5e3f29,7-86,105,0,0,0,0.0
0x12b1036ed346381fcccacab8b02491ff37f87d82,2-6,6,1,1,1,0.333
0x684ede6645f1b71d77e0aeac519114ee8be3c410,0-3,10,0,0,0,0.0
0x980844d9bc79f363cafe22a371f6244232402e79,0-66,83,0,0,0,0.0
0xf08ad4086d2ef23da65cf1008eea37d1c89014ab,8-17,17,1,1,1,0.182
0x4764214c17e0bb358042345356a2ec5bf8e76c6b,0-3,3,1,1,1,0.75
0x886af3f44f4cbc38819ace2c82442c1905c0d22c,0-3,3,1,1,1,0.75
0x7f75179689f45206563504b23b2202b0786b76a6,1-10,10,1,1,1,0.182
0xb0ce77a4f5c02b92235d6829c94b2d27f939abe1,0-27,27,1,1,1,0.107
0x3bd330f121c493db91e59d9125968d3df090a66f,0-29,29,1,1,1,0.065
0x51700996a6b66d67ff2ceeae5919cbd26a3f453f,42-59,52,1,1,1,0.167
0x1736f0b82d21099375aa67548edbc9317fc5c529,0-3,7,0,1,1,0.167
0xfb200763c509a745d1cb5df1c60a40c1938f8777,67-202,180,1,1,1,0.022
0x418cb18a725a8b1043d2fb402bb71cc29e42e2e9,1-26,26,1,1,1,0.115
0xf51b4021c6f1af31f44bf575188986e733a971fe,0-5,5,1,1,1,0.5
0xceebb2d0cdc85e9774a232bab74c45fc883c15e4,1-22,22,1,1,1,0.136
0x5093c4029acab3aff80140023099f5ec6ca7d52f,3-17,14,1,1,1,0.2
0x4058b879a898b9508474652f59cc9fa87a3de634,0-11,13,0,1,1,0.071
0x05dd62c007cde143b402fa5da3937c40c70b4b14,37-104,107,0,0,0,0.0
0x43d51fafbed280ebc131844c77ffc546f874993d,30-135,42,1,1,1,0.028
0x656ba2d1f8aa1df72392b066b9bbcedcc86ded66,3-12,12,1,1,1,0.3
0x95c5db5bd9a0260fc457af4f6fc6de7819d9b1a6,0-12,12,1,1,1,0.231
0x83940770976605dda722a620dd9d91825c8d65dc,0-5,5,1,1,1,0.5
0xdc48d0f659267418e05915cc0a299cda3f30bddb,3-9,9,1,1,1,0.429
0xa0bf76c8de60a1089fbb8567b2beeca6ec01ca32,102-197,251,0,0,0,0.0
0x7aaf74cdec6da05f41451d6f2d1f17c1a84e5b14,0-10,10,1,1,1,0.077
0xa47879fc57ecd8b52bfe7cf61b9bb41b7ef84efc,1-11,11,1,1,1,0.167
0x5982f7d33aa9f9d0192509e58a59dd282c454a05,0-1,2,0,1,1,0.667
0x9dbf942be15c70c4e1fb8c0d1b53007377bcaa09,0-4,5,0,0,1,0.0
0xb64f875daa42173ccac0b01e502695b61a1a9a64,6-11,3,0,1,1,0.125
0xc8fcf92e0ad8d545bf5709bb5ba2be5fafdfe85b,3-3,0,0,0,1,0.0
0x6d0aef62e321cf1afb74a4a305f380d9f5c34c8a,2-26,27,0,1,1,0.037
0x4a008b542165fec7ec3343a35ceed6bc4f6b2280,6-2256,2170,1,1,1,0.001
0x545f5e5c54d8ac72af1c7de8c070387b73841a24,17-132,166,0,0,0,0.0
0x3dbfa1d1158a165db392f5f7de987c0200482f25,18-78,10,0,1,1,0.016
0x4833d40e21a756b6be33d8b9231d404efa9ba6b1,55-55,45,0,0,0,0.0
0x7c99f9cc14994f4b0d2e8cdcfda4811bbfb69a57,0-1,2,0,1,1,0.25
0xbeedf38b5368701f9bffce8fd522f4d896b6d656,6-62,62,1,1,1,0.053
0x0cfdc4a2c05b1ff5fce36d1c1982d8666d7a9813,1-21,21,1,1,1,0.091
0x0177eb92b752fa0715ee0dce1d860eaf739b5cf4,0-7,12,0,0,0,0.0
0x5b409bf5976adbcbcaf3891d7e7133ce38ba6396,4-224,446,0,0,0,0.0
0xd2c3d630b77c2a1b080daf11942086ade5700e5d,3-33,55,0,0,0,0.0
0xae65bf5bb67a7ca149e92a642fc61a72448ec292,1-6,6,1,1,1,0.286
0x96a37e4c3bf5942f7fbc82d0d72823c717ff473b,0-10,11,0,1,1,0.167
0x2e3a5deb080fcabc9ebefd5c871989ac507c94be,7-12,18,0,0,0,0.0
0x2b979f4ba194e5a0864cc428f0d1937b48bc3b74,3-11,0,0,1,1,0.091
0x8f9a8dc65a423c7dec9261aa6010db738407c879,126-2078,3,0,0,0,0.0
0xef9a5a27d876102256e24478828dc134abd2426b,153-587,447,1,1,1,0.007
0xfb03e59c83b984da0f6a5575b955541af28ccc65,0-11,11,1,1,1,0.25
0xf34bdf2c9057b186499a7bc8afad1629c808e263,3-9,10,0,1,1,0.25
0x7635a2366acbe47ec8a8b7da515f8bdd2da4307a,0-134,132,1,1,1,0.022
0xac40176af36793c658a1da6cababf0e01c8c6508,17-43,36,1,1,1,0.111
0x74a01390635d8d4016827fa3afb1a0f6c33ed8d8,5-10,10,1,1,1,0.125
0x87c348573f02768a97afb57aac3bb6877a353ae9,0-13,12,1,1,1,0.214
0x327c697c7c736964be8329fcb89de911989e4cb0,0-5,5,1,1,1,0.125
0xf94ced943cb595007526b40b0addc28772696b07,117-382,402,0,0,1,0.0
0xe24e8a8ad9872ab68db57de4a63800a87cc5279b,9-10,7,0,0,0,0.0
0x0971be0b5ac80af27501cbe2936db48e6c2c118e,0-2,2,1,1,1,1.0
0xf962933e44b1dfc771738a034c80d87bdcd96ecc,0-2,2,1,1,1,1.0
0x54189eab44661be1b081b4535c050230a787d816,7-59,21,1,1,1,0.057
0x0a796062214cf4fc232dd8538a19035ac79a595c,8-41,52,0,0,0,0.0
0x7d269ae50e0e46595d7f9cee9023b60d64ec24ad,0-5,5,1,1,1,0.5
0x9044bca784ff17dd05bd157f47c9cecb2dbcffa5,1-8,8,1,1,1,0.222
0x8729abb00a517bba3d615ed13e7c9c55ab311d41,0-10,10,1,1,1,0.167
0x0b7f284d74f549731499c44aed2a10adcc9e9cc0,19-57,57,1,1,1,0.05
0x155ea3c47d523ea150b2fb33ecaedc4928e0f2db,0-19,19,1,1,1,0.15
0xaa90ae1b969bc96e82c80e834b5f739e335b7e47,0-16,16,1,1,1,0.176
0x14a11e2ef83895918da176165e33025e02e472de,0-3,3,1,1,1,0.75
0x2fd42f6c0898e7249cb3e2c04db896af44390396,0-8,8,1,1,1,0.333
0x9113b3349842ccddbe0916b2e6d20e94983fd971,2-9,9,1,1,1,0.375
0x2eaa87226e56254e355eeb320e657786a2b40599,36-130,151,0,0,0,0.0
0xa4f0294dd195f97ebdd166cc2f71a3af21d22fac,0-5,3,1,1,1,0.5
0x95329718d5c2468c85fb8aea0c5a0f52c0c78acf,11-31,12,1,1,1,0.091
0x78460c7d54cdbae1556b2986da8c05ac8f290cb2,0-2,2,1,1,1,1.0
0x685445fe51b31790538890a6468851afbf7a0519,68-159,161,0,0,1,0.0
0x286f856947fd7b93e29db9376d8c86df35a38c9c,0-3,4,0,1,1,0.167
0xfdff5c88b7ce9b45037c360c380904e780de17a4,0-5,3,1,1,1,0.5
0xb6ecd180f5cbb9167147394841d31f94eff77dbf,0-21,24,0,1,1,0.042
0xb3f63172a054ccef9809149b14bc125ef1e9f5bb,14-53,51,1,1,1,0.075
0x1a8479634ba4f57533b48719f9d2b20c5fcdfa9d,1-3,3,1,1,1,1.0
0xa6ab57d5da194d5f8892cd84473d2527a2ed4e40,50-115,170,0,0,0,0.0
0x0ef2724a6d8be9f72f3d35b62e1e8a37ceaf721e,2-12,14,0,0,1,0.0
0x95ae5770f6bbe0326f48fcf582f02bd87ad525c4,0-49,49,1,1,1,0.06
0xccb41e2d069559ce542ce3eb825c8eba372a6468,0-2,3,0,1,1,0.5
0xa2e94536d3956b45d20f5f0c4a6146382440a050,24-28,52,0,0,0,0.0
0xeeb70fd96f6c8838aeffb9d8dc042eab97b1bb09,2-10,9,1,1,1,0.333
0x096c39ab4fa36ca74a36fe1f4767ff487762f0aa,0-31,31,1,1,1,0.094
0x2a013a5062420607038c1e162fb46a177dbb287e,35-195,18,0,0,0,0.0
0x388cf3c02c034e7fe8ef164a2b414534fc212119,10-143,3,0,0,0,0.0
0x79949b5353006b12cc0d739190d492c577bed080,0-21,21,1,1,1,0.136
0x9f2008a23132e4c32fc0615269c2cd3bc5c03131,0-11,6,1,1,1,0.154
0xdf50c2da0a52f2a3a231ed38fa1b79ad97ab9563,3-5,4,1,1,1,0.5
0xba405371aeee632fedb58afd12cca6b18d3ee4de,2-37,36,1,1,1,0.054
0xa1b04a60a35854d0749ae39b0346bceb55247ecc,1-4,4,1,1,1,0.75
0x0a7dde263eb93f69acd1671a223c5c93faa73701,3-4,4,1,1,1,0.667
0x2ae18a061de67357fea97408977a06262eedfcf6,0-2,2,1,1,1,1.0
0x33e5d6c0447ea731fe4e2502a881b90ee991cf3a,1-8,8,1,1,1,0.375
0x5f856630adbc27c0f5bc1de1961d4f0fb1805a29,3-3,0,0,1,1,0.333
0x83d09b464fa429a80808a0dc1ee9691e35971908,5-19,11,1,1,1,0.2
0xa51960df18ca816b738a401ac310656fba0d52ef,0-8,6,1,1,1,0.333
0x40949225c4a1745a9946f6aaf763241c082cb9ac,1-486,357,1,1,1,0.006
0x4639cd8cd52ec1cf2e496a606ce28d8afb1c792f,15-6547,105,1,1,1,0.0
0x4bb1c210e3921e0f051ed00e898b9605c902114e,0-19,19,1,1,1,0.15
0x36941838db0d292ff88496bf07495b15d8720552,7-14,2,0,1,1,0.1
0xbf7c1fa00de07b3041b4a099c2c435a5a27f259f,1-13,13,1,1,1,0.231
0x8715e3e9cbe013bf54de58431a078a650b2ece1a,2-14,14,1,1,1,0.231
0xf97cb2b86dee9c33c7624fd7412889543cca7f5a,0-3,1,1,1,1,0.75
0x722e0a37a0026accc1071609c0d271ca3f648af2,104-242,128,1,1,1,0.022
0xe84a5d3eebbf460b005a9d4d58f1c3576c7036ce,0-6,9,0,1,1,0.111
0x9c51699b4cd43ba4f6bc81d70b21291b63e6d130,2-1928,1857,1,1,1,0.001
0xa375d0337fd8d9effa54cdf2989266381bc6d31f,0-9,28,0,0,1,0.0
0xd289bc0a919e75b824f4dfc376e9f24c119ed3f3,0-6,5,1,1,1,0.25
0x46cd13ad73b0260bccec6e722c42a7b76ae19b67,2-55,55,1,1,1,0.036
0x93297b6c882a3bc1bfb1f6ee0e56295606e443ff,0-8,8,1,1,1,0.333
0x21cc4144c124742762f82120456fbf0b35249791,12-26,26,1,1,1,0.125
0x730d7e40a1f012ea57e957f5e9736c797b282a36,19-80,47,1,1,1,0.032
0x7f83403bad5dfd150c10722977274a4a2bf05870,1-3,3,1,1,1,0.5
0x4bde78ead56a30055d33bf84f52e420b0f6070ba,2-13,3,1,1,1,0.154
0xde4d569033a24637079d343bd09615d80b5cde59,3-13,53,0,0,0,0.0
0x13803f5e158fec64ae7d81ed6799398ab4eb1fee,112-128,88,0,0,0,0.0
0x17897c5c38362d8f620e70fee0adba109af5db2d,3-38,38,1,1,1,0.083
0x24aa18952e80707dad3ab4c9c97e787f2af337ca,0-2,2,1,1,1,0.2
0x23bc518ec62edb9933a5ef0f3267995945be4cb3,1-3,3,1,1,1,0.5
0xec95f9588bc37aeeece18333f57fdc0c07cadfec,0-75,65,1,1,1,0.039
0x71481c3ac7853ef63c87f0e9f91b6a5e16e04438,19-28,65,0,0,0,0.0
0xed65d4b2530a193ba98e0ff5b0f30148cbbf9bbe,0-4,4,1,1,1,0.143
0x3eadb407f81d62d27f63a8881805b1735f70e692,1-16,16,1,1,1,0.118
0x8c4cb3433993b4fad3c78f692a7d417faaab3eb9,4-8,8,1,1,1,0.333
0xf07560e172912c8b52871b0579aea61481020204,0-4,6,0,1,1,0.143
0x54ff8a2d0a94d4652cfa0f91e1af092e718ffb1b,26-27,57,0,0,0,0.0
0x8c9d135ac2778e1a7d326932aad302e7c22c94d7,4-30,30,1,1,1,0.111
0x91c5045dbed2066c8e68dd023329f6885a6540b0,5-6,0,0,0,0,0.0
0x37c85a7523b1832b4d0380b2f513e88b66e8c850,0-65,65,1,1,1,0.045
0x59cbd436237318f7cb9c92ddb060b1a023598363,2-7,0,0,1,1,0.125
0x56d0644c14745db2d2ce0de5c5bef914cedc1aea,2-10,0,0,1,1,0.2
0x88f8717a2b30041006e08e286af9f1e9671b5724,1-7,8,0,1,1,0.25
0x69428858906050e78dbed8e65083d47139766b3f,0-24,24,1,1,1,0.12
0x3ddabffdba61369ffc0daa28c33ff974bf6bfd98,4-12,17,0,1,1,0.091
0x51a9e2b5164dbcdba34d47e60dd435eb7f7a81c3,13-22,5,0,1,1,0.182
0xbada3e6665e62b99344881143ebf3edb27f988b8,3-54,53,1,1,1,0.058
0x83ec4f152862fadb861c3d91cd754045996d4c18,3-6,5,1,1,1,0.4
0x49c5cd3b1ad9718db6e275b1b3d81c459cb59a6a,1-1,1,1,1,1,0.333
0x138152524e73b8af07d089b7deae581c7152beb3,12-14,6,0,0,1,0.0
0xc9ad7665b4c4324b178f9c93305017f0230a8a8a,0-7,7,1,1,1,0.375
0x0eab14a501a8125387b0c1e2bd13a217cee45eba,1-4,4,1,1,1,0.4
0xe9de9394cff204910da2334230f1c6bc9f7c9702,1-2,2,1,1,1,0.667
0xf12d3f5d38c2408da3122cee1432e89c16522b3b,3-9,9,1,1,1,0.429
0xab7ec7596fc05bc55afc07008cc06c1193ed6f9a,2-196,113,1,1,1,0.015
0xf31b4f7550833a746f788b36f2b292e5fa49a248,0-18,2,1,1,1,0.048
