account,human_gt_burst,ai_max_attn_idx,hit_at_1,hit_at_3,hit_at_5,iou
0x5b27531228d8c65a0d2adcd8903fd3348f768a11,63-65,9,0,0,0,0.0
0xa0c7d4f3fc7f8a46fb58990228d0b82a0354f371,10-12,1,0,0,0,0.0
0x8b1deff8d7d0eeb1869f9e3e52169f19cabdbb5b,12-14,64,0,0,0,0.0
0x2da8703d18afed53b303119e4ff06cf035a9fadb,117-119,8,0,0,0,0.0
0xbe2c434c49959ec0b6bb4885e63ff9977c009298,1-3,2,1,1,1,0.5
0xd7d19e87685ef99ff05f30fb6eeddcd5850e9280,5-7,0,0,0,1,0.0
0xd6f1739af2e63575f2df02af59f23f643eae3403,8-9,4,0,0,0,0.0
0x7dc6037e4f84a44f67356eca1825fd5b97fae74e,9-11,4,0,1,1,0.2
0x2ed31556f20db283569ae040d6968f65efa240ca,19-20,15,0,0,0,0.0
0xbc2f218dc8a094c850856cda55d35fe2097f21ac,11-12,9,0,0,0,0.0
0x34743ffa1f93e745668725e44efeb3c50a237796,15-16,3,0,0,0,0.0
0x9404c08c6ae0cd5f1fdbc558c7a61d3d7bff07e6,4-5,1,0,1,1,0.25
0xe24b37355ce7205792f7b1df7564874f59bbbfd3,44-45,2,0,0,0,0.0
0xe2eeb03a93343b21dd39f201bb2803d8ef779b19,17-18,12,0,0,0,0.0
0x85232e767e14e826ae2ff2b801eb1b2ebf6d2661,14-16,5,0,0,0,0.0
0x484067d97e83ce140016e8ee9d644e1901b9a3b4,13-15,8,0,0,0,0.0
0x7a16a0fd441a7591f2456c3cda068e33c6bbaa96,19-20,14,0,0,0,0.0
0xb00548770ea87482f024cd4292a975fea72e8f01,587-589,1,0,0,0,0.0
0x2e462fdef8cde7db82aa3f7c627731be94f7c9c4,26-28,22,0,0,0,0.0
0xcd7f5657b0d20384b71331a84843f4e8068b7978,3-4,2,0,0,1,0.0
0x73c521e7bd009e1925cf0b4175da2f86cf805b3b,20-22,0,0,1,1,0.2
0xa6d1fcaba6a2cf4c38c6d9bd494d3c29da104158,14-15,9,0,0,0,0.0
0x6dd3262c18cd5a0f03dd8f2c0db5b19b8fb92c85,9-10,3,0,0,1,0.0
0x68c9f9842685259b918faf0b7e88225d0308eccd,6-8,2,0,0,0,0.0
0x7b4952e2cc3bfcd67174e5543a4af80475249fcd,5-6,2,0,0,0,0.0
0x2a6c7867e605d0f0f940cec1669d98a33cf4c299,8-10,1,0,0,0,0.0
0x4d76d8dd2a86760520255e99c05a5080fc8d33cc,6-8,2,0,0,0,0.0
0xa2280ddc79183a0de9d3d90c63c0e7646874d9e0,8-9,0,0,0,0,0.0
0xfac712ac804355fe14a7e460fc3c704fdde69cdd,13-15,3,0,0,0,0.0
0x9e55507a10af47f0a60493e77af432d588b9907b,19-20,7,0,0,0,0.0
0x55f0fbaa71f047ba271d9380f1e9e49d8a5e3f29,85-87,66,0,0,1,0.0
0x12b1036ed346381fcccacab8b02491ff37f87d82,5-6,5,1,1,1,0.25
0xba9da55bbb2ca86e13315063ceb6331da677d9e9,106-108,0,0,0,0,0.0
0x684ede6645f1b71d77e0aeac519114ee8be3c410,2-4,1,0,1,1,0.2
0x4fab53d922e393d8c2e49ceecc685abef3fa505c,3-4,2,0,1,1,0.25
0x980844d9bc79f363cafe22a371f6244232402e79,17-19,0,0,0,0,0.0
0xf08ad4086d2ef23da65cf1008eea37d1c89014ab,16-17,13,0,0,0,0.0
0x7f75179689f45206563504b23b2202b0786b76a6,9-11,7,0,1,1,0.2
0xb0ce77a4f5c02b92235d6829c94b2d27f939abe1,26-27,6,0,0,0,0.0
0x3bd330f121c493db91e59d9125968d3df090a66f,28-30,1,0,0,0,0.0
0x51700996a6b66d67ff2ceeae5919cbd26a3f453f,37-39,36,0,1,1,0.2
0x1736f0b82d21099375aa67548edbc9317fc5c529,2-4,0,0,1,1,0.2
0xfb200763c509a745d1cb5df1c60a40c1938f8777,149-151,51,0,0,0,0.0
0x418cb18a725a8b1043d2fb402bb71cc29e42e2e9,25-26,0,0,0,1,0.0
0x1e5c3a25a478cb23de3843f518582956ba1d2ac8,4-5,2,0,1,1,0.25
0xdb0589a57332e0242fe2fa63b071c7a04ac2609d,3-4,0,0,0,1,0.0
0x385afc7ed3782aac1ee10d19892ea9d345bc0797,2-4,2,1,1,1,0.2
0xf51b4021c6f1af31f44bf575188986e733a971fe,4-5,0,0,0,1,0.0
0xceebb2d0cdc85e9774a232bab74c45fc883c15e4,21-22,2,0,0,1,0.0
0x5093c4029acab3aff80140023099f5ec6ca7d52f,16-18,0,0,0,0,0.0
0x4058b879a898b9508474652f59cc9fa87a3de634,10-12,8,0,1,1,0.2
0x05dd62c007cde143b402fa5da3937c40c70b4b14,103-105,32,0,0,0,0.0
0x43d51fafbed280ebc131844c77ffc546f874993d,134-135,1,0,0,0,0.0
0x656ba2d1f8aa1df72392b066b9bbcedcc86ded66,11-12,11,1,1,1,0.25
0x95c5db5bd9a0260fc457af4f6fc6de7819d9b1a6,10-11,9,0,0,0,0.0
0x83940770976605dda722a620dd9d91825c8d65dc,4-5,3,0,1,1,0.25
0xdc48d0f659267418e05915cc0a299cda3f30bddb,8-9,8,1,1,1,0.25
0xa0bf76c8de60a1089fbb8567b2beeca6ec01ca32,196-198,120,0,0,0,0.0
0x7aaf74cdec6da05f41451d6f2d1f17c1a84e5b14,9-11,6,0,1,1,0.2
0xa47879fc57ecd8b52bfe7cf61b9bb41b7ef84efc,10-11,1,0,0,0,0.0
0x9dbf942be15c70c4e1fb8c0d1b53007377bcaa09,3-5,1,0,1,1,0.2
0xbe9c03742ff999875ac0385f5a537c0d400fb48b,30-31,6,0,0,0,0.0
0xb64f875daa42173ccac0b01e502695b61a1a9a64,10-11,0,0,0,1,0.0
0x6d0aef62e321cf1afb74a4a305f380d9f5c34c8a,25-27,2,0,0,0,0.0
0x545f5e5c54d8ac72af1c7de8c070387b73841a24,131-133,89,0,0,0,0.0
0x88d243d689c91a9375ca7fde44fba1e0c1dc1c5d,5-6,3,0,0,1,0.0
0x3dbfa1d1158a165db392f5f7de987c0200482f25,77-79,5,0,0,0,0.0
0x4833d40e21a756b6be33d8b9231d404efa9ba6b1,202-204,0,0,0,0,0.0
0xbeedf38b5368701f9bffce8fd522f4d896b6d656,61-62,21,0,0,0,0.0
0xa51b93c4b24b1b60eb921d7794d9f1187b47406e,38-40,14,0,0,0,0.0
0x0cfdc4a2c05b1ff5fce36d1c1982d8666d7a9813,20-21,14,0,0,0,0.0
0x0177eb92b752fa0715ee0dce1d860eaf739b5cf4,4-6,2,0,0,1,0.0
0x5b409bf5976adbcbcaf3891d7e7133ce38ba6396,223-225,1,0,0,0,0.0
0xd2c3d630b77c2a1b080daf11942086ade5700e5d,32-34,3,0,0,0,0.0
0xae65bf5bb67a7ca149e92a642fc61a72448ec292,5-7,3,0,1,1,0.2
0x96a37e4c3bf5942f7fbc82d0d72823c717ff473b,9-11,4,0,1,1,0.2
0x2e3a5deb080fcabc9ebefd5c871989ac507c94be,11-13,7,0,0,1,0.0
0x2b979f4ba194e5a0864cc428f0d1937b48bc3b74,9-11,8,0,0,0,0.0
0x05605a807f4444f8c2fdbc44f51717ab6c055cd2,36-37,5,0,0,0,0.0
0xef9a5a27d876102256e24478828dc134abd2426b,211-213,4,0,0,0,0.0
0xfb03e59c83b984da0f6a5575b955541af28ccc65,10-11,0,0,0,1,0.0
0xf34bdf2c9057b186499a7bc8afad1629c808e263,8-10,6,0,0,0,0.0
0x7635a2366acbe47ec8a8b7da515f8bdd2da4307a,133-135,110,0,0,0,0.0
0xfa510abde79c3e10b0dfe1b071726a2dede3a536,30-32,0,0,0,0,0.0
0xac40176af36793c658a1da6cababf0e01c8c6508,42-44,0,0,0,1,0.0
0x88bdeb65ed500794118d0e5fdf5808d23bb74e73,0-2,0,1,1,1,0.5
0x74a01390635d8d4016827fa3afb1a0f6c33ed8d8,9-10,1,0,0,0,0.0
0x87c348573f02768a97afb57aac3bb6877a353ae9,12-13,7,0,0,0,0.0
0x327c697c7c736964be8329fcb89de911989e4cb0,4-6,3,0,0,1,0.0
0xf94ced943cb595007526b40b0addc28772696b07,129-131,0,0,0,0,0.0
0xe24e8a8ad9872ab68db57de4a63800a87cc5279b,0-2,0,1,1,1,0.2
0x54189eab44661be1b081b4535c050230a787d816,10-12,0,0,0,1,0.0
0x0a796062214cf4fc232dd8538a19035ac79a595c,40-42,8,0,0,0,0.0
0xd793e454785c1891dc4f54ba82fa87edf6bbf2e7,2-4,0,0,1,1,0.2
0x7d269ae50e0e46595d7f9cee9023b60d64ec24ad,4-5,1,0,0,1,0.0
0x9044bca784ff17dd05bd157f47c9cecb2dbcffa5,7-8,6,0,0,1,0.0
0x8729abb00a517bba3d615ed13e7c9c55ab311d41,9-11,0,0,0,0,0.0
0x0b7f284d74f549731499c44aed2a10adcc9e9cc0,56-58,49,0,0,0,0.0
0x155ea3c47d523ea150b2fb33ecaedc4928e0f2db,18-19,8,0,0,0,0.0
0xaa90ae1b969bc96e82c80e834b5f739e335b7e47,15-16,0,0,0,0,0.0
0x2fd42f6c0898e7249cb3e2c04db896af44390396,7-8,0,0,0,0,0.0
0x9113b3349842ccddbe0916b2e6d20e94983fd971,8-9,3,0,0,0,0.0
0x2eaa87226e56254e355eeb320e657786a2b40599,129-131,24,0,0,0,0.0
0xa4f0294dd195f97ebdd166cc2f71a3af21d22fac,4-5,0,0,0,1,0.0
0x95329718d5c2468c85fb8aea0c5a0f52c0c78acf,30-32,5,0,0,0,0.0
0x685445fe51b31790538890a6468851afbf7a0519,158-160,93,0,0,0,0.0
0x286f856947fd7b93e29db9376d8c86df35a38c9c,0-2,0,1,1,1,0.5
0xfdff5c88b7ce9b45037c360c380904e780de17a4,5-6,4,0,0,0,0.0
0xb6ecd180f5cbb9167147394841d31f94eff77dbf,20-22,18,0,0,0,0.0
0xb3f63172a054ccef9809149b14bc125ef1e9f5bb,46-48,42,0,0,0,0.0
0xa6ab57d5da194d5f8892cd84473d2527a2ed4e40,114-116,14,0,0,0,0.0
0x0ef2724a6d8be9f72f3d35b62e1e8a37ceaf721e,11-13,3,0,0,0,0.0
0x95ae5770f6bbe0326f48fcf582f02bd87ad525c4,48-49,7,0,0,0,0.0
0xa2e94536d3956b45d20f5f0c4a6146382440a050,22-24,18,0,0,1,0.0
0xeeb70fd96f6c8838aeffb9d8dc042eab97b1bb09,7-9,2,0,1,1,0.2
0x93023a668814a8a76b1b2299c0676fff76192d69,3-4,0,0,1,1,0.25
0x096c39ab4fa36ca74a36fe1f4767ff487762f0aa,30-31,10,0,0,0,0.0
0x2a013a5062420607038c1e162fb46a177dbb287e,183-185,0,0,0,0,0.0
0x79949b5353006b12cc0d739190d492c577bed080,20-21,14,0,0,1,0.0
0x5f621e6a89b8fcc0de41745bf1fbfdee6ebcc56f,1-3,1,1,1,1,0.5
0x9f2008a23132e4c32fc0615269c2cd3bc5c03131,10-12,1,0,0,0,0.0
0xdf50c2da0a52f2a3a231ed38fa1b79ad97ab9563,1-3,0,0,1,1,0.2
0x7feb5ab51df2c005684ec9edf4414fa009cebbf5,11-13,4,0,1,1,0.2
0xba405371aeee632fedb58afd12cca6b18d3ee4de,35-37,27,0,0,0,0.0
0x4901494636635c3c1233b7f09ae9591d15cfbb1f,4-5,0,0,1,1,0.25
0xa1b04a60a35854d0749ae39b0346bceb55247ecc,3-5,0,0,1,1,0.2
0x0a7dde263eb93f69acd1671a223c5c93faa73701,3-5,0,0,1,1,0.2
0x33e5d6c0447ea731fe4e2502a881b90ee991cf3a,7-8,4,0,0,0,0.0
0x83d09b464fa429a80808a0dc1ee9691e35971908,10-12,4,0,1,1,0.2
0xa51960df18ca816b738a401ac310656fba0d52ef,7-9,0,0,0,1,0.0
0x40949225c4a1745a9946f6aaf763241c082cb9ac,482-484,8,0,0,0,0.0
0x4bb1c210e3921e0f051ed00e898b9605c902114e,18-19,9,0,0,0,0.0
0x0d9dacef694563ee0888e2751bf2349ac1b6270e,10-11,0,0,1,1,0.25
0x36941838db0d292ff88496bf07495b15d8720552,1-3,0,0,1,1,0.2
0xbf7c1fa00de07b3041b4a099c2c435a5a27f259f,12-13,11,0,0,0,0.0
0x8715e3e9cbe013bf54de58431a078a650b2ece1a,13-14,12,0,0,0,0.0
0x3f773862afbdfb7bdb49de2d730a173a6a24c072,17-19,0,0,0,0,0.0
0x722e0a37a0026accc1071609c0d271ca3f648af2,241-243,1,0,0,0,0.0
0xe84a5d3eebbf460b005a9d4d58f1c3576c7036ce,5-7,2,0,0,0,0.0
0xce52d38539e1e557f184f1073a59f69c9ba95f28,3-5,1,0,1,1,0.2
0x6af114154a8850b1c54d48bd9103bdcdb420611b,14-15,9,0,0,0,0.0
0xa375d0337fd8d9effa54cdf2989266381bc6d31f,3-5,0,0,1,1,0.2
0x0310c4385311d225cbcaca26fefc9ab45d3eba3e,7-8,4,0,0,0,0.0
0xd289bc0a919e75b824f4dfc376e9f24c119ed3f3,4-6,0,0,1,1,0.5
0x46cd13ad73b0260bccec6e722c42a7b76ae19b67,48-50,42,0,0,0,0.0
0x9dbb4976ff2836a6561da7e1e244bc862d2a1977,15-16,6,0,0,1,0.0
0x93297b6c882a3bc1bfb1f6ee0e56295606e443ff,7-8,1,0,1,1,0.25
0x21cc4144c124742762f82120456fbf0b35249791,25-26,9,0,0,0,0.0
0xd123c0b9c52af99421765bf129cee22fec0c66be,4-6,0,0,0,1,0.0
0x730d7e40a1f012ea57e957f5e9736c797b282a36,65-67,3,0,0,0,0.0
0x6e59a921a269878313129d9c7c7db1718cb0707b,36-38,36,1,1,1,0.2
0x4bde78ead56a30055d33bf84f52e420b0f6070ba,12-14,0,0,0,0,0.0
0xde4d569033a24637079d343bd09615d80b5cde59,12-14,8,0,0,0,0.0
0x86c620ab6ece77634e5a41ea530bfcc3a23f032b,55-57,0,0,0,0,0.0
0xddb690ef629a2e9277808c25eb5f9259d939dac7,4-5,3,0,0,1,0.0
0x008f3db10374099a11ec263415cb88c952abeedc,4-6,0,0,0,1,0.0
0x13803f5e158fec64ae7d81ed6799398ab4eb1fee,76-78,3,0,0,0,0.0
0x17897c5c38362d8f620e70fee0adba109af5db2d,37-38,2,0,0,0,0.0
0x24aa18952e80707dad3ab4c9c97e787f2af337ca,1-3,1,1,1,1,0.2
0x45b3ccc6c02bc2c79b1663fa7fd1a28663684eca,7-8,2,0,0,0,0.0
0x71481c3ac7853ef63c87f0e9f91b6a5e16e04438,27-29,8,0,0,0,0.0
0xed65d4b2530a193ba98e0ff5b0f30148cbbf9bbe,3-5,2,0,1,1,0.2
0xb6619073688aa467f8def1df8438fff8dd0d64f8,5-6,5,1,1,1,0.25
0xdd68910e9fc5b71d4f0f5eceb4ec57742bcc3cd5,23-25,0,0,0,0,0.0
0x2f8debdcf62eb537871daede11f790d84ddf35cf,25-27,8,0,0,0,0.0
0x0a9f58ee19a7131ed031ea66a032c05c7efe965a,41-43,16,0,0,0,0.0
