account_address,etherscan_link,cashout_tx_link,cashout_value_eth,value_category,cashout_recipient,cashout_timestamp,etherscan_tx_count,victim_campaign_start_idx,cashout_tx_idx_gt,annotator_1_verdict,annotator_1_notes,annotator_1_confidence
0x3e53a430c39896daf1b241828e3b5e8d526503fa,https://etherscan.io/address/0x3e53a430c39896daf1b241828e3b5e8d526503fa,https://etherscan.io/tx/0x0daa7d58cd50c659c271105d0165c2528ce7688c18896af734ca35298eab5bf9,28.3904,LARGE (5-50 ETH),0xf0f2855f3ff5cdc781c661622440354c7ac731b2,2018-06-17 21:39 UTC,25,7,24,CONFIRMED,Large cashout: 28.39 ETH (>=10 ETH threshold),HIGH
0x97978862f7b98ddaf2778c71d49a63a69db6921e,https://etherscan.io/address/0x97978862f7b98ddaf2778c71d49a63a69db6921e,https://etherscan.io/tx/0x4b9727961e6a32d8f04d2c70ddcd66241029265a062437b2c9c039f3f649f2c2,26.2558,LARGE (5-50 ETH),0xba05dcacea45342ca63ceb3f436bf5da9cbdfb31,2020-05-02 12:18 UTC,7,0,6,CONFIRMED,Large cashout: 26.26 ETH (>=10 ETH threshold),HIGH
0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,https://etherscan.io/address/0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,https://etherscan.io/tx/0x4cc00ebe4c177e813f8b68b4250f1f04dcebe7f7b149bd4cdfd1a47d1b0e05fe,25.44,LARGE (5-50 ETH),0xb1659a4814f00519901581e7b524592affde47a7,2021-03-15 22:29 UTC,24,0,23,CONFIRMED,Large cashout: 25.44 ETH (>=10 ETH threshold),HIGH
0x6353940eabe11c7cd78ecc2085ae65cdacc5a92b,https://etherscan.io/address/0x6353940eabe11c7cd78ecc2085ae65cdacc5a92b,https://etherscan.io/tx/0x7eac102721a7eed0dd68f69c9c41be5a4ea55b5141e906ce35fb53d77b1e058e,24.725,LARGE (5-50 ETH),0x6d3fb722fc164ea70d2410be769490c6500b9a45,2018-04-21 07:45 UTC,25,1,24,CONFIRMED,Large cashout: 24.73 ETH (>=10 ETH threshold),HIGH
0x9b26f73a3a029cd5f4dbea70d9ef178323b7e060,https://etherscan.io/address/0x9b26f73a3a029cd5f4dbea70d9ef178323b7e060,https://etherscan.io/tx/0xb9d09c142572e6a3908e878c63fdf568a334eee15ae9098dcbe63bdf4e6320d1,20.6237,LARGE (5-50 ETH),0x987d87a5fb2ed6f12a3e1f725b04bc62c9102fc6,2020-05-04 08:58 UTC,19,17,18,CONFIRMED,Large cashout: 20.62 ETH (>=10 ETH threshold),HIGH
0xa375d0337fd8d9effa54cdf2989266381bc6d31f,https://etherscan.io/address/0xa375d0337fd8d9effa54cdf2989266381bc6d31f,https://etherscan.io/tx/0x19e110348cef4d9ca2aa05fcb0e7a1336646c0a1118593a16631c45d4a638a2c,20.001,LARGE (5-50 ETH),0x2bb9643a57a994edd73cec67afac8831f17a1db1,2019-04-23 02:04 UTC,48,0,9,CONFIRMED,Large cashout: 20.00 ETH (>=10 ETH threshold),HIGH
0xd79eb898431ea62636f08f738d10eb00446403de,https://etherscan.io/address/0xd79eb898431ea62636f08f738d10eb00446403de,https://etherscan.io/tx/0x73e8c602f72bd842507053b4d4ade4285dda6381a7cb0a7e94c7c8316c72cde7,18.7343,LARGE (5-50 ETH),0xdc2a9e4619dd3157f1db26a78dc1d31fba06ae21,2018-03-09 07:16 UTC,28,2,27,CONFIRMED,Large cashout: 18.73 ETH (>=10 ETH threshold),HIGH
0x0e0ba79cb92e07555ef7a3fe9e18ba33dd0b6d29,https://etherscan.io/address/0x0e0ba79cb92e07555ef7a3fe9e18ba33dd0b6d29,https://etherscan.io/tx/0xe50867fb63302d083dbad488bcf0dd0b4d882e8fe2fc00a6c6cae86318a5fd3b,18.2271,LARGE (5-50 ETH),0xab131e30287f92a6da9967ee5d52980e04ef9daf,2021-01-06 20:21 UTC,10,1,9,CONFIRMED,Large cashout: 18.23 ETH (>=10 ETH threshold),HIGH
0x52414069b0af176210603ef8621d0b0d6b669e6a,https://etherscan.io/address/0x52414069b0af176210603ef8621d0b0d6b669e6a,https://etherscan.io/tx/0x5ae4041fe5c77f13b566780d2b6d27057d92b48d35dcfc3977aae4d5a9c556cb,16.907,LARGE (5-50 ETH),0x5f3786da636ebaf6d4dea5dd159cc1124c5ad370,2019-11-26 06:47 UTC,19,3,16,CONFIRMED,Large cashout: 16.91 ETH (>=10 ETH threshold),HIGH
0xdd0940c356ebe5bb23039bbf6c83f33c7d510dc9,https://etherscan.io/address/0xdd0940c356ebe5bb23039bbf6c83f33c7d510dc9,https://etherscan.io/tx/0x1f337d626d775c7b5cd9e615f342c329a57678df593f7bac688639a5a0dbe73b,16.7807,LARGE (5-50 ETH),0x4412ad7581137f1b712c521c9406025296f3c472,2018-04-21 09:46 UTC,27,1,17,CONFIRMED,Large cashout: 16.78 ETH (>=10 ETH threshold),HIGH
0x47aed527c215b5c347dbf5befa08520011440389,https://etherscan.io/address/0x47aed527c215b5c347dbf5befa08520011440389,https://etherscan.io/tx/0x05b1f3c449de9a1d704551c3b8016c2602c983e5a8fcec4e0d8dcc15dd3f1713,16.458,LARGE (5-50 ETH),0x67722018ddac55efc1d08b6598131e6b7519044b,2018-09-30 09:49 UTC,3,0,2,CONFIRMED,Large cashout: 16.46 ETH (>=10 ETH threshold),HIGH
0x5e402df75910211306b484d8dbc8de9b537c61d5,https://etherscan.io/address/0x5e402df75910211306b484d8dbc8de9b537c61d5,https://etherscan.io/tx/0x75fb81bd62b92a69850081ad0b13203f8b29b10223e4af1d290585650d86ed36,15.0,LARGE (5-50 ETH),0xe5c13029f1d353924916d4c817bb56b419992167,2022-01-07 21:19 UTC,313,120,273,CONFIRMED,Large cashout: 15.00 ETH (>=10 ETH threshold),HIGH
0x2a61d3860e19cb557484cdf031e54f3a50a4bdb0,https://etherscan.io/address/0x2a61d3860e19cb557484cdf031e54f3a50a4bdb0,https://etherscan.io/tx/0x14db48e9206ac645b1df1182af78dc44b7f780d21365d4874166d509ce148cac,14.2948,LARGE (5-50 ETH),0x3b86d1e66c01afe4d8de2d93a699b55187b2b409,2021-02-08 12:14 UTC,3,1,2,CONFIRMED,Large cashout: 14.29 ETH (>=10 ETH threshold),HIGH
0x3bd49b98ffcc5f717eed0c9e78a276ae979de6e4,https://etherscan.io/address/0x3bd49b98ffcc5f717eed0c9e78a276ae979de6e4,https://etherscan.io/tx/0xcdafce0608cfa9d9f8619bc1cb67e36c23644b33cb8e71e912f5f7983829bd25,13.9599,LARGE (5-50 ETH),0x590d00ca8adc1e51318261d0023abe09738d5a79,2018-07-17 12:33 UTC,7,1,6,CONFIRMED,Large cashout: 13.96 ETH (>=10 ETH threshold),HIGH
0xb1faca3ef83134815c3e28899cb132e019eb6616,https://etherscan.io/address/0xb1faca3ef83134815c3e28899cb132e019eb6616,https://etherscan.io/tx/0x5f582744f16c2f19e68bd0be8eb39bb338189d341ab0fe8971c7dfc318179049,13.2455,LARGE (5-50 ETH),0xf097cca386c543e1ff18097a069d44a5baf87509,2018-04-15 01:21 UTC,10,2,9,CONFIRMED,Large cashout: 13.25 ETH (>=10 ETH threshold),HIGH
0xd58ca904db555b67e78dbd94fbc3b81f68dcf76d,https://etherscan.io/address/0xd58ca904db555b67e78dbd94fbc3b81f68dcf76d,https://etherscan.io/tx/0xc1eeee920800a25971ad4b187ad78552759a26986750d686c1e641b10ed4ef53,12.8407,LARGE (5-50 ETH),0x7a250d5630b4cf539739df2c5dacb4c659f2488d,2020-09-25 14:19 UTC,245,0,240,CONFIRMED,Known address: Uniswap V2 Router,HIGH
0xc5d2f87fce3a476f2e9ed8462cbf7a45e6b83946,https://etherscan.io/address/0xc5d2f87fce3a476f2e9ed8462cbf7a45e6b83946,https://etherscan.io/tx/0x1307b5c8cafa1c6fd7e052ea3a79bbf4cc1d2717b4f5b236ebe54ee54606c2ac,12.3099,LARGE (5-50 ETH),0x7727e5113d1d161373623e5f49fd568b4f543a9e,2017-08-18 06:06 UTC,26,0,13,CONFIRMED,Large cashout: 12.31 ETH (>=10 ETH threshold),HIGH
0xf08ad4086d2ef23da65cf1008eea37d1c89014ab,https://etherscan.io/address/0xf08ad4086d2ef23da65cf1008eea37d1c89014ab,https://etherscan.io/tx/0xde029ceda1f5ffa259159738a97d14a61ede59648e51e6e41e3a4a730e9bf798,12.145,LARGE (5-50 ETH),0x6b045a27d6e4eea250dc7526ef378c6c7a3d9de8,2020-02-13 21:18 UTC,18,8,17,CONFIRMED,Large cashout: 12.14 ETH (>=10 ETH threshold),HIGH
0x7f642b25a930f732f4214f69df0d0d2f647bcc63,https://etherscan.io/address/0x7f642b25a930f732f4214f69df0d0d2f647bcc63,https://etherscan.io/tx/0x5977d7536356a37dcc916af1d132246fa5448b2c5556469e769213eb01bbb383,11.956,LARGE (5-50 ETH),0x1aec77b950aa964e8fd51211ad55db6a96562952,2018-05-21 06:05 UTC,11,1,10,CONFIRMED,Large cashout: 11.96 ETH (>=10 ETH threshold),HIGH
0xb0ce77a4f5c02b92235d6829c94b2d27f939abe1,https://etherscan.io/address/0xb0ce77a4f5c02b92235d6829c94b2d27f939abe1,https://etherscan.io/tx/0x094f33d143354daa7f2fab6294e0a5ce3486a28378f907459e4fed75098026a7,11.7128,LARGE (5-50 ETH),0xc55b3242fa9aa63794f10a1db49fdfd31915a8ee,2018-08-09 06:14 UTC,28,0,27,CONFIRMED,Large cashout: 11.71 ETH (>=10 ETH threshold),HIGH
0x27a77398d0a8ad977eb63c275afcadfdf6106dd0,https://etherscan.io/address/0x27a77398d0a8ad977eb63c275afcadfdf6106dd0,https://etherscan.io/tx/0xccbdf9d2e56f27b295c80943d36fbc90a0ad373d8a5c1916c1e3371856d45e41,11.0,LARGE (5-50 ETH),0x0dae41f4ef79a279b6e3ea6bd116f1ba16fc07b0,2018-12-18 07:40 UTC,73,45,71,CONFIRMED,Large cashout: 11.00 ETH (>=10 ETH threshold),HIGH
0x23667058d0cd398ff8d25e015c86322644c7783d,https://etherscan.io/address/0x23667058d0cd398ff8d25e015c86322644c7783d,https://etherscan.io/tx/0x7473e5718ed268db0611b5137d64dd86890ee1aade0fff979a795d90646724d0,10.7297,LARGE (5-50 ETH),0x3b72e7a10824734c9a503cc719901827e9d59a12,2018-03-21 11:01 UTC,28,0,21,CONFIRMED,Large cashout: 10.73 ETH (>=10 ETH threshold),HIGH
0x41f113e3787a183d0b82b0886e7ae27f780d64e9,https://etherscan.io/address/0x41f113e3787a183d0b82b0886e7ae27f780d64e9,https://etherscan.io/tx/0xf16b4d9278245867e0d6ec8a0651bcba5af9020d8af3e46e87a7e90f02c21140,10.7,LARGE (5-50 ETH),0xac101b9e503aef112b122b4e2e57945d4160dba7,2021-10-20 15:04 UTC,110,4,89,CONFIRMED,Large cashout: 10.70 ETH (>=10 ETH threshold),HIGH
0x3bd330f121c493db91e59d9125968d3df090a66f,https://etherscan.io/address/0x3bd330f121c493db91e59d9125968d3df090a66f,https://etherscan.io/tx/0xa19a67e17eee4c90da48c2d2630b339c39df51efec200fb7d940ce45e65fd18e,10.35,LARGE (5-50 ETH),0x0f1a050866e954d84a6595eaa672d865b7da27d2,2018-07-11 09:34 UTC,31,0,29,CONFIRMED,Large cashout: 10.35 ETH (>=10 ETH threshold),HIGH
0x17935dffbc228397d2f5a67061867804cecacae8,https://etherscan.io/address/0x17935dffbc228397d2f5a67061867804cecacae8,https://etherscan.io/tx/0x2ab0f935d0211c91ae34df270b10aa13af837ed2fa500453a754a667fc2a45fa,10.01,LARGE (5-50 ETH),0x68febe888d6d147a4d700b9e1e07208b892d9d3a,2018-04-13 22:40 UTC,18,2,14,CONFIRMED,Large cashout: 10.01 ETH (>=10 ETH threshold),HIGH
0x98642636ff6262107a97bdf8eb342633e5163ace,https://etherscan.io/address/0x98642636ff6262107a97bdf8eb342633e5163ace,https://etherscan.io/tx/0x2434e61ccccefc3adacec6f1ab5b9690515234918ffbbb61d3a6743af3272243,9.9994,LARGE (5-50 ETH),0xe81d6fce840ab873c7bccb6c2ab15e4b6daf92c7,2020-07-12 09:18 UTC,6,0,4,CONFIRMED,Significant cashout: 10.00 ETH (>=5 ETH threshold),HIGH
0xd52fcaf53cd3efd7e1d484fd9cd2dd21355063e5,https://etherscan.io/address/0xd52fcaf53cd3efd7e1d484fd9cd2dd21355063e5,https://etherscan.io/tx/0xf1c8446ce72d3108910f713024a8061ce3debea2ccc339aaf7629d4be2a777a3,9.7523,LARGE (5-50 ETH),0x3410ddf383a51af84e352daf8cc057b1b9f818c2,2018-05-05 09:36 UTC,11,1,10,CONFIRMED,Significant cashout: 9.75 ETH (>=5 ETH threshold),HIGH
0xddebf00fbc27f7baf0bef3fa3665473eec46bc63,https://etherscan.io/address/0xddebf00fbc27f7baf0bef3fa3665473eec46bc63,https://etherscan.io/tx/0xa82fd0617a58e36af543d17bbabdec74f6b170c7e5673e9c77e2bdbfd01d78e5,9.7397,LARGE (5-50 ETH),0x7f8878aaa84b18d17d4abf4f9600763c94b7756d,2020-04-26 10:38 UTC,10,2,8,CONFIRMED,Significant cashout: 9.74 ETH (>=5 ETH threshold),HIGH
0x87c348573f02768a97afb57aac3bb6877a353ae9,https://etherscan.io/address/0x87c348573f02768a97afb57aac3bb6877a353ae9,https://etherscan.io/tx/0x61383bdc11965a6c930b7f4660803aab942b979abd7316ad07ee99875063642f,9.2907,LARGE (5-50 ETH),0x35612bad65e2ee21ef9493584d5049a39915dbe0,2018-06-07 19:11 UTC,14,0,13,CONFIRMED,Significant cashout: 9.29 ETH (>=5 ETH threshold),HIGH
0x043375ebc36fff7a4fcef1359f3c89afddf56e08,https://etherscan.io/address/0x043375ebc36fff7a4fcef1359f3c89afddf56e08,https://etherscan.io/tx/0x93f6d7af7186a5fd8c446e3bd8b3f8daa1a6116d4efe26f745c35080c2fafaa1,8.9991,LARGE (5-50 ETH),0x7b2c2ef8954a86a7c013456cc51ba22861791740,2018-04-25 16:40 UTC,28,2,25,CONFIRMED,Significant cashout: 9.00 ETH (>=5 ETH threshold),HIGH
0x9cfad3ddb521c6957c08d57053c4e18474ff078f,https://etherscan.io/address/0x9cfad3ddb521c6957c08d57053c4e18474ff078f,https://etherscan.io/tx/0xf0efd0e68f90ce479d48cf08fda517670e8dc1f71978cdd32bec75da0db5b61f,7.2,LARGE (5-50 ETH),0xd350a421f7c828485a1fea9ab889ee824707057a,2020-05-30 23:00 UTC,96,21,31,CONFIRMED,Significant cashout: 7.20 ETH (>=5 ETH threshold),HIGH
0xc5a4b7979d8f129090792deff1145311a9cafab7,https://etherscan.io/address/0xc5a4b7979d8f129090792deff1145311a9cafab7,https://etherscan.io/tx/0x9166b36ce96fc2906a96a9e9ac252bbea13f261393efd92180e8c7fd5f64f998,6.8,LARGE (5-50 ETH),0xc99cdbba12643abd519902eecf67af74495723bf,2020-08-08 04:35 UTC,6,1,3,CONFIRMED,Significant cashout: 6.80 ETH (>=5 ETH threshold),HIGH
0xcfeb62a98a9ea19c2701c13e9a728408defb6a56,https://etherscan.io/address/0xcfeb62a98a9ea19c2701c13e9a728408defb6a56,https://etherscan.io/tx/0xb06a07f073e1e294f43e15cd3032c9185c951a17e6399f428983fe8366722bcb,6.7008,LARGE (5-50 ETH),0x23fc079f3e5732cb361c68647abcf62b1c9a9b7e,2021-03-26 07:18 UTC,37,0,34,CONFIRMED,Significant cashout: 6.70 ETH (>=5 ETH threshold),HIGH
0x60c192b164aa0f7f5fcbd532cc7e31741d1cf2b4,https://etherscan.io/address/0x60c192b164aa0f7f5fcbd532cc7e31741d1cf2b4,https://etherscan.io/tx/0xe9dce0f7ec89ab28ce570b691ce17b0b8092f1cfc6f3b5e1f249444081ddfb29,6.4789,LARGE (5-50 ETH),0x9383a8e482b256cd3d1cf102878505a02924a8de,2022-01-31 19:53 UTC,407,170,381,CONFIRMED,Significant cashout: 6.48 ETH (>=5 ETH threshold),HIGH
0xd6cfd617103649a2f72df3c7a89ff246836bfc08,https://etherscan.io/address/0xd6cfd617103649a2f72df3c7a89ff246836bfc08,https://etherscan.io/tx/0xaadeedf6b789a534f6a12ac3bf17fea251e5a0084b9551c00fbd546334a99870,6.2407,LARGE (5-50 ETH),0x5f5a8d725d3426489e7d51a271c3703e40fb9c5e,2021-09-13 23:41 UTC,55,0,54,CONFIRMED,Significant cashout: 6.24 ETH (>=5 ETH threshold),HIGH
0xa47879fc57ecd8b52bfe7cf61b9bb41b7ef84efc,https://etherscan.io/address/0xa47879fc57ecd8b52bfe7cf61b9bb41b7ef84efc,https://etherscan.io/tx/0x778afbd845f751408b369e0b8508d315e04d39c4d7a99be92671336d0ff7c44c,5.8679,LARGE (5-50 ETH),0xdd21d2aed5b67735d952f355a2ded300dc72172c,2018-05-21 08:02 UTC,12,1,11,CONFIRMED,Significant cashout: 5.87 ETH (>=5 ETH threshold),HIGH
0xa9c03bdb5569f3606420547218cf2813003d3142,https://etherscan.io/address/0xa9c03bdb5569f3606420547218cf2813003d3142,https://etherscan.io/tx/0x0495ac4a9f0d56f8f77e865526d983aa43e9dbeccb81e6993745782e9d5815e4,5.0,LARGE (5-50 ETH),0x3a263823a1de382059fe4c08367ee5e79815f805,2021-02-22 09:47 UTC,18,1,16,CONFIRMED,Significant cashout: 5.00 ETH (>=5 ETH threshold),HIGH
0x641b92e0777e6a3e7400414925cd03bbe888ca71,https://etherscan.io/address/0x641b92e0777e6a3e7400414925cd03bbe888ca71,https://etherscan.io/tx/0x069fa0d4f256d2002af2cfa1acc60c715d16050776f4cd9a85f39f5debe0812e,4.494,MEDIUM (0.5-5 ETH),0x09266742064f91839e3d5a6db23a3ed6a84ec733,2018-09-18 12:21 UTC,5,0,4,CONFIRMED,Moderate cashout: 4.49 ETH (>=1 ETH threshold),MEDIUM
0x34b6341655061f4b5830cd1a7b20a3516043af57,https://etherscan.io/address/0x34b6341655061f4b5830cd1a7b20a3516043af57,https://etherscan.io/tx/0x4d6cd54ed5d9cb0544bb6b12b2b910df689fe452f7752e728517fa4d76b9f969,4.22,MEDIUM (0.5-5 ETH),0x5ebc47b0f5aef17c7d35202c93469f646355b3df,2018-06-11 21:44 UTC,18,5,16,CONFIRMED,Moderate cashout: 4.22 ETH (>=1 ETH threshold),MEDIUM
0x1d6065940bfd6ac7c4ec1e2a35e1420e0a9c1bff,https://etherscan.io/address/0x1d6065940bfd6ac7c4ec1e2a35e1420e0a9c1bff,https://etherscan.io/tx/0xfedb94a3944625bd3ef8ff23b6fa05d59819fbaf26308c52e69f13fd6697e62d,4.1111,MEDIUM (0.5-5 ETH),0x50c2ff8a2daa486269fd157a539163972b6194b2,2018-08-07 11:10 UTC,9,2,8,CONFIRMED,Moderate cashout: 4.11 ETH (>=1 ETH threshold),MEDIUM
0x516a9a087d5d3d83097c066875fcf4f94ce21fd3,https://etherscan.io/address/0x516a9a087d5d3d83097c066875fcf4f94ce21fd3,https://etherscan.io/tx/0x5509b3c65acc4248d35c59192c4c53123b1f940f87f033a0f0aac9f1a5e92d95,4.0,MEDIUM (0.5-5 ETH),0x2ff9298f73d2f2ad5a15f5e2f250ee4e2b71e986,2020-01-14 14:08 UTC,8,0,6,CONFIRMED,Moderate cashout: 4.00 ETH (>=1 ETH threshold),MEDIUM
0x368be389ce940bf17c3296344086e368bc4c60f3,https://etherscan.io/address/0x368be389ce940bf17c3296344086e368bc4c60f3,https://etherscan.io/tx/0x5fe562f24b893350546e751857d86fa9e778d5b6268924c1b5f706a038be3487,4.0,MEDIUM (0.5-5 ETH),0xc7cfd41e223e2e1c7de1737f7f20b665da8cb540,2018-05-14 23:37 UTC,16,2,12,CONFIRMED,Moderate cashout: 4.00 ETH (>=1 ETH threshold),MEDIUM
0x37ce714cd173d79c209cabe9ab41830f5c31363e,https://etherscan.io/address/0x37ce714cd173d79c209cabe9ab41830f5c31363e,https://etherscan.io/tx/0xbc9dd9a80f639700c006ab3f270236e71f607a040b2cd8b4abbabaa54ae5e404,3.7991,MEDIUM (0.5-5 ETH),0x268ce63f7325895f3012a0e8fbb5488476bc8588,2020-08-01 21:35 UTC,3,1,2,CONFIRMED,Moderate cashout: 3.80 ETH (>=1 ETH threshold),MEDIUM
